A3CWG4SYLGAMHV	journey voyage	10
A1ASWQQ7MSIQR7	journey voyage	10
A4HDO1M600QW5	journey voyage	10
A3CWG4SYLGAMHV	lad wizard	3
AZ8KL6F16ZS7G	lad wizard	8
A19PMUTQXDIPLZ	lad wizard	5
A309DAE1D13T8V	lad wizard	3
A1ASWQQ7MSIQR7	lad wizard	1
A1VKZFYJL9MQRY	lad wizard	0
A4HDO1M600QW5	lad wizard	4
A309DAE1D13T8V	magician wizard	10
AZ8KL6F16ZS7G	magician wizard	9
A1ASWQQ7MSIQR7	magician wizard	9
A3CWG4SYLGAMHV	magician wizard	9
A8CQRBBVE7VED	magician wizard	7
A4HDO1M600QW5	magician wizard	10
A19PMUTQXDIPLZ	magician wizard	9
A8CQRBBVE7VED	midday noon	8
A1VKZFYJL9MQRY	midday noon	10
A309DAE1D13T8V	midday noon	10
A227TAJC8MOYK5	midday noon	9
A4HDO1M600QW5	midday noon	10
A1ASWQQ7MSIQR7	midday noon	10
A3CWG4SYLGAMHV	midday noon	10
A8CQRBBVE7VED	monk oracle	1
A1ASWQQ7MSIQR7	monk oracle	1
A3CWG4SYLGAMHV	monk oracle	6
A1VKZFYJL9MQRY	monk oracle	0
A4HDO1M600QW5	monk oracle	8
A227TAJC8MOYK5	monk oracle	8
A2XON1EQOHHFE4	monk oracle	4
A1ASWQQ7MSIQR7	monk slave	0
A1VKZFYJL9MQRY	monk slave	0
A2XON1EQOHHFE4	monk slave	3
A309DAE1D13T8V	monk slave	5
AZ8KL6F16ZS7G	monk slave	0
A227TAJC8MOYK5	monk slave	0
A3CWG4SYLGAMHV	monk slave	3
A309DAE1D13T8V	noon string	0
A227TAJC8MOYK5	noon string	0
A19PMUTQXDIPLZ	noon string	2
A1ASWQQ7MSIQR7	noon string	0
A8CQRBBVE7VED	noon string	0
A4HDO1M600QW5	noon string	0
AZ8KL6F16ZS7G	noon string	0
A8CQRBBVE7VED	rooster voyage	0
A309DAE1D13T8V	rooster voyage	0
A3CWG4SYLGAMHV	rooster voyage	0
A1ASWQQ7MSIQR7	rooster voyage	0
A227TAJC8MOYK5	rooster voyage	0
A19PMUTQXDIPLZ	rooster voyage	2
A1VKZFYJL9MQRY	rooster voyage	0
A4HDO1M600QW5	shore woodland	7
A1VKZFYJL9MQRY	shore woodland	0
A1ASWQQ7MSIQR7	shore woodland	0
A3CWG4SYLGAMHV	shore woodland	4
A19PMUTQXDIPLZ	shore woodland	0
AZ8KL6F16ZS7G	shore woodland	9
A309DAE1D13T8V	shore woodland	6
A227TAJC8MOYK5	tool implement	9
A1ASWQQ7MSIQR7	tool implement	8
AZ8KL6F16ZS7G	tool implement	2
A2XON1EQOHHFE4	tool implement	10
A19PMUTQXDIPLZ	tool implement	9
A8CQRBBVE7VED	tool implement	9
A309DAE1D13T8V	tool implement	9
