question,worker,answer
235,A3E157ZN8XPUKJ,3
85,A1VW9W0DWXCPYE,1
85,A3NU1SQPI1NXY4,2
85,AKBP92VUQ7G3,3
85,ATQWZNGQCN1RA,3
85,A2V3P1XE33NYC3,1
85,A2UFD1I8ZO1V4G,1
85,AD317NO9623GZ,1
85,A1PAR1TMKFPKQE,1
85,A3E157ZN8XPUKJ,2
342,A1VW9W0DWXCPYE,1
342,A3NU1SQPI1NXY4,1
342,AKBP92VUQ7G3,0
342,ATQWZNGQCN1RA,1
342,A2H321P1NSEW35,1
342,A2F0X4LN9N4O4C,2
342,A2V3P1XE33NYC3,1
342,A2UFD1I8ZO1V4G,1
342,AD317NO9623GZ,2
526,A1VW9W0DWXCPYE,3
526,A3NU1SQPI1NXY4,3
526,AKBP92VUQ7G3,3
526,ATQWZNGQCN1RA,1
526,A2V3P1XE33NYC3,2
526,A2UFD1I8ZO1V4G,1
526,AD317NO9623GZ,3
526,A3E157ZN8XPUKJ,1
526,A3GLUDQZGEJL5G,3
272,A1VW9W0DWXCPYE,0
272,A3NU1SQPI1NXY4,0
272,AKBP92VUQ7G3,0
272,ATQWZNGQCN1RA,0
272,A2V3P1XE33NYC3,1
272,A2UFD1I8ZO1V4G,2
272,AD317NO9623GZ,0
272,A36JZTUKQVV5S5,0
272,A1BHMDRWW9ZYSO,0
200,A1VW9W0DWXCPYE,1
200,A3NU1SQPI1NXY4,3
200,AKBP92VUQ7G3,1
200,ATQWZNGQCN1RA,1
200,A2V3P1XE33NYC3,1
200,A2UFD1I8ZO1V4G,1
200,AD317NO9623GZ,2
200,AWRAXV1RIYR0M,1
200,A1PAR1TMKFPKQE,2
459,A1VW9W0DWXCPYE,2
459,A3NU1SQPI1NXY4,2
459,AKBP92VUQ7G3,3
459,ATQWZNGQCN1RA,2
459,A2V3P1XE33NYC3,0
459,A2UFD1I8ZO1V4G,3
459,AD317NO9623GZ,0
459,A1PAR1TMKFPKQE,2
459,A3E157ZN8XPUKJ,2
177,A1VW9W0DWXCPYE,1
177,A3NU1SQPI1NXY4,1
177,AKBP92VUQ7G3,2
177,ATQWZNGQCN1RA,0
177,A2V3P1XE33NYC3,1
177,A2UFD1I8ZO1V4G,1
177,AD317NO9623GZ,2
177,A36JZTUKQVV5S5,1
177,A3E157ZN8XPUKJ,1
517,A1VW9W0DWXCPYE,3
517,A3NU1SQPI1NXY4,1
517,AKBP92VUQ7G3,3
517,ATQWZNGQCN1RA,3
517,A2V3P1XE33NYC3,2
517,A2UFD1I8ZO1V4G,1
517,AD317NO9623GZ,2
517,A1PAR1TMKFPKQE,3
517,A3E157ZN8XPUKJ,3
234,A1VW9W0DWXCPYE,2
234,A3NU1SQPI1NXY4,2
234,AKBP92VUQ7G3,3
234,ATQWZNGQCN1RA,3
234,A2H321P1NSEW35,3
234,A2V3P1XE33NYC3,2
234,A2UFD1I8ZO1V4G,2
234,AD317NO9623GZ,3
234,A3E157ZN8XPUKJ,2
113,A1VW9W0DWXCPYE,2
113,A3NU1SQPI1NXY4,2
113,AKBP92VUQ7G3,2
113,ATQWZNGQCN1RA,0
113,A2V3P1XE33NYC3,0
113,A2UFD1I8ZO1V4G,2
113,AD317NO9623GZ,1
113,A1PAR1TMKFPKQE,2
113,A1BHMDRWW9ZYSO,2
457,A1VW9W0DWXCPYE,1
457,A3NU1SQPI1NXY4,0
457,AKBP92VUQ7G3,3
457,ATQWZNGQCN1RA,1
457,A2V3P1XE33NYC3,1
457,A2UFD1I8ZO1V4G,1
457,AD317NO9623GZ,1
457,A1PAR1TMKFPKQE,1
457,A3E157ZN8XPUKJ,1
199,A1VW9W0DWXCPYE,2
199,A3NU1SQPI1NXY4,2
199,AKBP92VUQ7G3,3
199,ATQWZNGQCN1RA,2
199,A2V3P1XE33NYC3,2
199,A2UFD1I8ZO1V4G,2
199,AD317NO9623GZ,2
199,AWRAXV1RIYR0M,1
199,A1PAR1TMKFPKQE,1
460,A1VW9W0DWXCPYE,0
460,A3NU1SQPI1NXY4,0
460,AKBP92VUQ7G3,3
460,ATQWZNGQCN1RA,0
460,A2V3P1XE33NYC3,3
460,A2UFD1I8ZO1V4G,2
460,AD317NO9623GZ,2
460,A1PAR1TMKFPKQE,1
460,A3E157ZN8XPUKJ,0
270,A1VW9W0DWXCPYE,1
270,A3NU1SQPI1NXY4,1
270,AKBP92VUQ7G3,0
270,ATQWZNGQCN1RA,1
270,A2V3P1XE33NYC3,1
270,A2UFD1I8ZO1V4G,1
270,AD317NO9623GZ,2
270,A36JZTUKQVV5S5,1
270,A1BHMDRWW9ZYSO,1
214,A1VW9W0DWXCPYE,0
214,A3NU1SQPI1NXY4,2
214,AKBP92VUQ7G3,3
214,ATQWZNGQCN1RA,0
214,A2H321P1NSEW35,2
214,A2V3P1XE33NYC3,0
214,A2UFD1I8ZO1V4G,2
214,AD317NO9623GZ,1
214,A1BHMDRWW9ZYSO,3
279,A1VW9W0DWXCPYE,3
279,A3NU1SQPI1NXY4,3
279,AKBP92VUQ7G3,2
279,ATQWZNGQCN1RA,3
279,A2V3P1XE33NYC3,2
279,A2UFD1I8ZO1V4G,3
279,AD317NO9623GZ,3
279,AM2W23THD4CI7,1
279,A53VNQRRFQ785,3
393,A1VW9W0DWXCPYE,1
393,A3NU1SQPI1NXY4,0
393,AKBP92VUQ7G3,1
393,ATQWZNGQCN1RA,0
393,A2V3P1XE33NYC3,1
393,A2UFD1I8ZO1V4G,1
393,AD317NO9623GZ,1
393,A1PAR1TMKFPKQE,1
393,A3E157ZN8XPUKJ,1
508,A1VW9W0DWXCPYE,2
508,A3NU1SQPI1NXY4,0
508,AKBP92VUQ7G3,0
508,ATQWZNGQCN1RA,2
508,A2V3P1XE33NYC3,2
508,A2UFD1I8ZO1V4G,2
508,AD317NO9623GZ,2
508,A1PAR1TMKFPKQE,2
508,A1BHMDRWW9ZYSO,2
114,A1VW9W0DWXCPYE,3
114,A3NU1SQPI1NXY4,3
114,AKBP92VUQ7G3,2
114,ATQWZNGQCN1RA,3
114,A2V3P1XE33NYC3,3
114,A2UFD1I8ZO1V4G,3
114,AD317NO9623GZ,3
114,A1PAR1TMKFPKQE,3
114,A1BHMDRWW9ZYSO,0
269,A1VW9W0DWXCPYE,3
269,A3NU1SQPI1NXY4,2
269,AKBP92VUQ7G3,3
269,ATQWZNGQCN1RA,3
269,A2V3P1XE33NYC3,1
269,A2UFD1I8ZO1V4G,3
269,AD317NO9623GZ,2
269,A36JZTUKQVV5S5,1
269,A1BHMDRWW9ZYSO,3
525,A1VW9W0DWXCPYE,0
525,A3NU1SQPI1NXY4,0
525,AKBP92VUQ7G3,1
525,ATQWZNGQCN1RA,0
525,A2V3P1XE33NYC3,0
525,A2UFD1I8ZO1V4G,0
525,AD317NO9623GZ,0
525,A3E157ZN8XPUKJ,0
525,A3GLUDQZGEJL5G,0
405,A1VW9W0DWXCPYE,0
405,A3NU1SQPI1NXY4,2
405,AKBP92VUQ7G3,0
405,ATQWZNGQCN1RA,2
405,A2H321P1NSEW35,0
405,A2V3P1XE33NYC3,0
405,A2UFD1I8ZO1V4G,0
405,AD317NO9623GZ,2
405,A3E157ZN8XPUKJ,1
507,A1VW9W0DWXCPYE,0
507,A3NU1SQPI1NXY4,0
507,AKBP92VUQ7G3,3
507,ATQWZNGQCN1RA,3
507,A2V3P1XE33NYC3,0
507,A2UFD1I8ZO1V4G,1
507,AD317NO9623GZ,2
507,A1PAR1TMKFPKQE,0
507,A1BHMDRWW9ZYSO,0
423,A1VW9W0DWXCPYE,1
423,A3NU1SQPI1NXY4,2
423,AKBP92VUQ7G3,1
423,ATQWZNGQCN1RA,3
423,A2V3P1XE33NYC3,1
423,A2UFD1I8ZO1V4G,1
423,AD317NO9623GZ,2
423,A3GLUDQZGEJL5G,0
423,A1KZOLS51I9SS7,0
524,A1VW9W0DWXCPYE,0
524,A3NU1SQPI1NXY4,3
524,AKBP92VUQ7G3,3
524,ATQWZNGQCN1RA,1
524,A2H321P1NSEW35,0
524,A2V3P1XE33NYC3,0
524,A2UFD1I8ZO1V4G,0
524,AD317NO9623GZ,3
524,A1C0Z73809FFDZ,0
341,A1VW9W0DWXCPYE,2
341,A3NU1SQPI1NXY4,2
341,AKBP92VUQ7G3,2
341,ATQWZNGQCN1RA,2
341,A2H321P1NSEW35,3
341,A2F0X4LN9N4O4C,2
341,A2V3P1XE33NYC3,2
341,A2UFD1I8ZO1V4G,2
341,AD317NO9623GZ,3
441,A1VW9W0DWXCPYE,3
441,A3NU1SQPI1NXY4,3
441,AKBP92VUQ7G3,3
441,ATQWZNGQCN1RA,3
441,A2V3P1XE33NYC3,3
441,A2UFD1I8ZO1V4G,3
441,AD317NO9623GZ,3
441,A3E157ZN8XPUKJ,0
441,A1BHMDRWW9ZYSO,3
236,A1VW9W0DWXCPYE,3
236,A3NU1SQPI1NXY4,3
236,AKBP92VUQ7G3,3
236,ATQWZNGQCN1RA,3
236,A2H321P1NSEW35,3
236,A2V3P1XE33NYC3,0
236,A2UFD1I8ZO1V4G,2
236,AD317NO9623GZ,1
236,A3E157ZN8XPUKJ,3
215,A1VW9W0DWXCPYE,3
215,A3NU1SQPI1NXY4,3
215,AKBP92VUQ7G3,2
215,ATQWZNGQCN1RA,0
215,A2H321P1NSEW35,3
215,A2V3P1XE33NYC3,3
215,A2UFD1I8ZO1V4G,1
215,AD317NO9623GZ,1
215,A1BHMDRWW9ZYSO,3
577,A1VW9W0DWXCPYE,0
577,A3NU1SQPI1NXY4,0
577,AKBP92VUQ7G3,1
577,ATQWZNGQCN1RA,0
577,A2V3P1XE33NYC3,0
577,A2UFD1I8ZO1V4G,0
577,AD317NO9623GZ,0
577,A1PAR1TMKFPKQE,0
577,A2BERTY629PZDT,0
277,A1VW9W0DWXCPYE,2
277,A3NU1SQPI1NXY4,2
277,AKBP92VUQ7G3,1
277,ATQWZNGQCN1RA,2
277,A2V3P1XE33NYC3,0
277,A2UFD1I8ZO1V4G,2
277,AD317NO9623GZ,2
277,AM2W23THD4CI7,2
277,A53VNQRRFQ785,3
503,A1VW9W0DWXCPYE,3
503,A3NU1SQPI1NXY4,3
503,AKBP92VUQ7G3,3
503,ATQWZNGQCN1RA,3
503,A2V3P1XE33NYC3,3
503,A2UFD1I8ZO1V4G,3
503,AD317NO9623GZ,3
503,A1PAR1TMKFPKQE,3
503,A3E157ZN8XPUKJ,0
506,A1VW9W0DWXCPYE,3
506,A3NU1SQPI1NXY4,3
506,AKBP92VUQ7G3,1
506,ATQWZNGQCN1RA,3
506,A2V3P1XE33NYC3,2
506,A2UFD1I8ZO1V4G,3
506,AD317NO9623GZ,1
506,A1PAR1TMKFPKQE,2
506,A1BHMDRWW9ZYSO,1
394,A1VW9W0DWXCPYE,2
394,A3NU1SQPI1NXY4,2
394,AKBP92VUQ7G3,1
394,ATQWZNGQCN1RA,2
394,A2V3P1XE33NYC3,2
394,A2UFD1I8ZO1V4G,2
394,AD317NO9623GZ,3
394,A1PAR1TMKFPKQE,2
394,A3E157ZN8XPUKJ,2
407,A1VW9W0DWXCPYE,2
407,A3NU1SQPI1NXY4,2
407,AKBP92VUQ7G3,2
407,ATQWZNGQCN1RA,1
407,A2H321P1NSEW35,2
407,A2V3P1XE33NYC3,0
407,A2UFD1I8ZO1V4G,2
407,AD317NO9623GZ,0
407,A3E157ZN8XPUKJ,3
579,A1VW9W0DWXCPYE,3
579,A3NU1SQPI1NXY4,3
579,AKBP92VUQ7G3,1
579,ATQWZNGQCN1RA,3
579,A2V3P1XE33NYC3,3
579,A2UFD1I8ZO1V4G,3
579,AD317NO9623GZ,3
579,A1PAR1TMKFPKQE,3
579,A2BERTY629PZDT,3
180,A1VW9W0DWXCPYE,0
180,A3NU1SQPI1NXY4,0
180,AKBP92VUQ7G3,0
180,ATQWZNGQCN1RA,0
180,A2V3P1XE33NYC3,3
180,A2UFD1I8ZO1V4G,0
180,AD317NO9623GZ,3
180,A36JZTUKQVV5S5,0
180,A3E157ZN8XPUKJ,1
494,A1VW9W0DWXCPYE,3
494,A3NU1SQPI1NXY4,3
494,AKBP92VUQ7G3,3
494,ATQWZNGQCN1RA,3
494,A2V3P1XE33NYC3,2
494,A2UFD1I8ZO1V4G,3
494,AD317NO9623GZ,2
494,A1PAR1TMKFPKQE,0
494,A53VNQRRFQ785,1
408,A1VW9W0DWXCPYE,0
408,A3NU1SQPI1NXY4,1
408,AKBP92VUQ7G3,1
408,ATQWZNGQCN1RA,1
408,A2H321P1NSEW35,1
408,A2V3P1XE33NYC3,1
408,A2UFD1I8ZO1V4G,1
408,AD317NO9623GZ,1
408,A3E157ZN8XPUKJ,3
523,A1VW9W0DWXCPYE,1
523,A3NU1SQPI1NXY4,3
523,AKBP92VUQ7G3,1
523,ATQWZNGQCN1RA,0
523,A2H321P1NSEW35,1
523,A2V3P1XE33NYC3,2
523,A2UFD1I8ZO1V4G,2
523,AD317NO9623GZ,3
523,A1C0Z73809FFDZ,3
521,A1VW9W0DWXCPYE,1
521,A3NU1SQPI1NXY4,2
521,AKBP92VUQ7G3,1
521,ATQWZNGQCN1RA,2
521,A2H321P1NSEW35,1
521,A2V3P1XE33NYC3,0
521,A2UFD1I8ZO1V4G,2
521,AD317NO9623GZ,2
521,A1C0Z73809FFDZ,3
522,A1VW9W0DWXCPYE,0
522,A3NU1SQPI1NXY4,1
522,AKBP92VUQ7G3,1
522,ATQWZNGQCN1RA,3
522,A2H321P1NSEW35,1
522,A2V3P1XE33NYC3,0
522,A2UFD1I8ZO1V4G,1
522,AD317NO9623GZ,0
522,A1C0Z73809FFDZ,1
520,A1VW9W0DWXCPYE,1
520,A3NU1SQPI1NXY4,1
520,AKBP92VUQ7G3,2
520,ATQWZNGQCN1RA,2
520,A2V3P1XE33NYC3,2
520,A2UFD1I8ZO1V4G,2
520,AD317NO9623GZ,2
520,A1PAR1TMKFPKQE,2
520,A3E157ZN8XPUKJ,2
442,A1VW9W0DWXCPYE,3
442,A3NU1SQPI1NXY4,2
442,AKBP92VUQ7G3,2
442,ATQWZNGQCN1RA,2
442,A2V3P1XE33NYC3,0
442,A2UFD1I8ZO1V4G,2
442,AD317NO9623GZ,2
442,A3E157ZN8XPUKJ,2
442,A1BHMDRWW9ZYSO,1
227,A1VW9W0DWXCPYE,0
227,A3NU1SQPI1NXY4,3
227,AKBP92VUQ7G3,3
227,ATQWZNGQCN1RA,3
227,A2V3P1XE33NYC3,3
227,A2UFD1I8ZO1V4G,3
227,AD317NO9623GZ,0
227,A3E157ZN8XPUKJ,2
227,AM2W23THD4CI7,3
502,A1VW9W0DWXCPYE,2
502,A3NU1SQPI1NXY4,1
502,AKBP92VUQ7G3,3
502,ATQWZNGQCN1RA,1
502,A2V3P1XE33NYC3,1
502,A2UFD1I8ZO1V4G,2
502,AD317NO9623GZ,2
502,A1PAR1TMKFPKQE,1
502,A3E157ZN8XPUKJ,1
266,A1VW9W0DWXCPYE,0
266,A3NU1SQPI1NXY4,3
266,AKBP92VUQ7G3,1
266,ATQWZNGQCN1RA,2
266,A2V3P1XE33NYC3,3
266,A2UFD1I8ZO1V4G,3
266,AD317NO9623GZ,2
266,A1C0Z73809FFDZ,1
266,A1BHMDRWW9ZYSO,3
444,A1VW9W0DWXCPYE,2
444,A3NU1SQPI1NXY4,0
444,AKBP92VUQ7G3,3
444,ATQWZNGQCN1RA,1
444,A2V3P1XE33NYC3,2
444,A2UFD1I8ZO1V4G,0
444,AD317NO9623GZ,2
444,A3E157ZN8XPUKJ,0
444,A1BHMDRWW9ZYSO,0
213,A1VW9W0DWXCPYE,3
213,A3NU1SQPI1NXY4,1
213,AKBP92VUQ7G3,1
213,ATQWZNGQCN1RA,1
213,A2H321P1NSEW35,1
213,A2V3P1XE33NYC3,2
213,A2UFD1I8ZO1V4G,3
213,AD317NO9623GZ,1
213,A1BHMDRWW9ZYSO,2
216,A1VW9W0DWXCPYE,0
216,A3NU1SQPI1NXY4,1
216,AKBP92VUQ7G3,2
216,ATQWZNGQCN1RA,2
216,A2H321P1NSEW35,2
216,A2V3P1XE33NYC3,2
216,A2UFD1I8ZO1V4G,2
216,AD317NO9623GZ,0
216,A1BHMDRWW9ZYSO,3
271,A1VW9W0DWXCPYE,1
271,A3NU1SQPI1NXY4,3
271,AKBP92VUQ7G3,3
271,ATQWZNGQCN1RA,2
271,A2V3P1XE33NYC3,3
271,A2UFD1I8ZO1V4G,1
271,AD317NO9623GZ,1
271,A36JZTUKQVV5S5,2
271,A1BHMDRWW9ZYSO,3
343,A1VW9W0DWXCPYE,2
343,A3NU1SQPI1NXY4,3
343,AKBP92VUQ7G3,3
343,ATQWZNGQCN1RA,1
343,A2H321P1NSEW35,3
343,A2F0X4LN9N4O4C,1
343,A2V3P1XE33NYC3,0
343,A2UFD1I8ZO1V4G,3
343,AD317NO9623GZ,1
280,A1VW9W0DWXCPYE,3
280,A3NU1SQPI1NXY4,3
280,AKBP92VUQ7G3,0
280,ATQWZNGQCN1RA,0
280,A2V3P1XE33NYC3,1
280,A2UFD1I8ZO1V4G,1
280,AD317NO9623GZ,0
280,AM2W23THD4CI7,3
280,A53VNQRRFQ785,1
225,A1VW9W0DWXCPYE,0
225,A3NU1SQPI1NXY4,3
225,AKBP92VUQ7G3,3
225,ATQWZNGQCN1RA,2
225,A2V3P1XE33NYC3,2
225,A2UFD1I8ZO1V4G,2
225,AD317NO9623GZ,2
225,A3E157ZN8XPUKJ,2
225,AM2W23THD4CI7,2
406,A1VW9W0DWXCPYE,0
406,A3NU1SQPI1NXY4,3
406,AKBP92VUQ7G3,3
406,ATQWZNGQCN1RA,3
406,A2H321P1NSEW35,0
406,A2V3P1XE33NYC3,1
406,A2UFD1I8ZO1V4G,3
406,AD317NO9623GZ,1
406,A3E157ZN8XPUKJ,3
527,A1VW9W0DWXCPYE,3
527,A3NU1SQPI1NXY4,1
527,AKBP92VUQ7G3,3
527,ATQWZNGQCN1RA,3
527,A2V3P1XE33NYC3,3
527,A2UFD1I8ZO1V4G,1
527,AD317NO9623GZ,1
527,A3E157ZN8XPUKJ,1
527,A3GLUDQZGEJL5G,0
501,A1VW9W0DWXCPYE,0
501,A3NU1SQPI1NXY4,2
501,AKBP92VUQ7G3,2
501,ATQWZNGQCN1RA,2
501,A2V3P1XE33NYC3,2
501,A2UFD1I8ZO1V4G,2
501,AD317NO9623GZ,1
501,A1PAR1TMKFPKQE,2
501,A3E157ZN8XPUKJ,2
88,A1VW9W0DWXCPYE,0
88,A3NU1SQPI1NXY4,0
88,AKBP92VUQ7G3,1
88,ATQWZNGQCN1RA,2
88,A2V3P1XE33NYC3,0
88,A2UFD1I8ZO1V4G,2
88,AD317NO9623GZ,2
88,A1PAR1TMKFPKQE,2
88,A3E157ZN8XPUKJ,2
495,A1VW9W0DWXCPYE,0
495,A3NU1SQPI1NXY4,1
495,AKBP92VUQ7G3,1
495,ATQWZNGQCN1RA,3
495,A2V3P1XE33NYC3,3
495,A2UFD1I8ZO1V4G,1
495,AD317NO9623GZ,0
495,A1PAR1TMKFPKQE,1
495,A53VNQRRFQ785,1
505,A1VW9W0DWXCPYE,3
505,A3NU1SQPI1NXY4,1
505,AKBP92VUQ7G3,1
505,ATQWZNGQCN1RA,1
505,A2V3P1XE33NYC3,2
505,A2UFD1I8ZO1V4G,1
505,AD317NO9623GZ,0
505,A1PAR1TMKFPKQE,3
505,A1BHMDRWW9ZYSO,1
458,A1VW9W0DWXCPYE,1
458,A3NU1SQPI1NXY4,3
458,AKBP92VUQ7G3,3
458,ATQWZNGQCN1RA,3
458,A2V3P1XE33NYC3,0
458,A2UFD1I8ZO1V4G,0
458,AD317NO9623GZ,3
458,A1PAR1TMKFPKQE,3
458,A3E157ZN8XPUKJ,1
268,A1VW9W0DWXCPYE,3
268,A3NU1SQPI1NXY4,2
268,AKBP92VUQ7G3,2
268,ATQWZNGQCN1RA,2
268,A2V3P1XE33NYC3,2
268,A2UFD1I8ZO1V4G,2
268,AD317NO9623GZ,2
268,A1C0Z73809FFDZ,2
268,A1BHMDRWW9ZYSO,0
87,A1VW9W0DWXCPYE,3
87,A3NU1SQPI1NXY4,3
87,AKBP92VUQ7G3,0
87,ATQWZNGQCN1RA,0
87,A2V3P1XE33NYC3,0
87,A2UFD1I8ZO1V4G,0
87,AD317NO9623GZ,1
87,A1PAR1TMKFPKQE,2
87,A3E157ZN8XPUKJ,0
496,A1VW9W0DWXCPYE,1
496,A3NU1SQPI1NXY4,2
496,AKBP92VUQ7G3,3
496,ATQWZNGQCN1RA,2
496,A2V3P1XE33NYC3,0
496,A2UFD1I8ZO1V4G,2
496,AD317NO9623GZ,0
496,A1PAR1TMKFPKQE,0
496,A53VNQRRFQ785,3
580,A1VW9W0DWXCPYE,3
580,A3NU1SQPI1NXY4,2
580,AKBP92VUQ7G3,3
580,ATQWZNGQCN1RA,2
580,A2V3P1XE33NYC3,2
580,A2UFD1I8ZO1V4G,0
580,AD317NO9623GZ,1
580,A1PAR1TMKFPKQE,2
580,A2BERTY629PZDT,2
278,A1VW9W0DWXCPYE,1
278,A3NU1SQPI1NXY4,0
278,AKBP92VUQ7G3,0
278,ATQWZNGQCN1RA,0
278,A2V3P1XE33NYC3,3
278,A2UFD1I8ZO1V4G,3
278,AD317NO9623GZ,0
278,AM2W23THD4CI7,0
278,A53VNQRRFQ785,0
396,A1VW9W0DWXCPYE,2
396,A3NU1SQPI1NXY4,3
396,AKBP92VUQ7G3,0
396,ATQWZNGQCN1RA,3
396,A2V3P1XE33NYC3,1
396,A2UFD1I8ZO1V4G,3
396,AD317NO9623GZ,2
396,A1PAR1TMKFPKQE,1
396,A3E157ZN8XPUKJ,1
528,A1VW9W0DWXCPYE,1
528,A3NU1SQPI1NXY4,0
528,AKBP92VUQ7G3,2
528,ATQWZNGQCN1RA,0
528,A2V3P1XE33NYC3,2
528,A2UFD1I8ZO1V4G,2
528,AD317NO9623GZ,2
528,A3E157ZN8XPUKJ,3
528,A3GLUDQZGEJL5G,2
422,A1VW9W0DWXCPYE,1
422,A3NU1SQPI1NXY4,1
422,AKBP92VUQ7G3,1
422,ATQWZNGQCN1RA,3
422,A2V3P1XE33NYC3,1
422,A2UFD1I8ZO1V4G,3
422,AD317NO9623GZ,3
422,A3GLUDQZGEJL5G,1
422,A1KZOLS51I9SS7,2
395,A1VW9W0DWXCPYE,3
395,A3NU1SQPI1NXY4,0
395,AKBP92VUQ7G3,3
395,ATQWZNGQCN1RA,0
395,A2V3P1XE33NYC3,0
395,A2UFD1I8ZO1V4G,0
395,AD317NO9623GZ,0
395,A1PAR1TMKFPKQE,3
395,A3E157ZN8XPUKJ,1
233,A1VW9W0DWXCPYE,1
233,A3NU1SQPI1NXY4,0
233,AKBP92VUQ7G3,3
233,ATQWZNGQCN1RA,3
233,A2H321P1NSEW35,1
233,A2V3P1XE33NYC3,0
233,A2UFD1I8ZO1V4G,1
233,AD317NO9623GZ,0
233,A3E157ZN8XPUKJ,2
115,A1VW9W0DWXCPYE,1
115,A3NU1SQPI1NXY4,2
115,AKBP92VUQ7G3,3
115,ATQWZNGQCN1RA,0
115,A2V3P1XE33NYC3,1
115,A2UFD1I8ZO1V4G,0
115,AD317NO9623GZ,2
115,A1PAR1TMKFPKQE,3
