question,worker,answer
6_13,AYHHOK9GDSWNH,2
6_13,A3G0MGLBT484I1,1
6_13,A3MPXWFMR0Y2LK,2
6_13,A11GX90QFWDLMM,1
6_13,A18941IO2ZZWW6,2
6_13,AUPV5WJK85K4F,1
6_13,A1PBRFFOTO5ZU6,2
6_13,A2G80S3EM9SDBD,1
6_13,A3BD4NONKGONRM,1
6_13,A17743NDSCO8P5,1
167_3,AYHHOK9GDSWNH,1
167_3,A3G0MGLBT484I1,1
167_3,A11GX90QFWDLMM,2
167_3,A3PIXX8DQGYHGI,2
167_3,A18941IO2ZZWW6,2
167_3,A18WNE09USHJSG,2
167_3,AUPV5WJK85K4F,2
167_3,A2VKPMR5HCCZF5,1
167_3,AZE6KLDFEXBM0,2
167_3,A1IYVTS4ZVIGSE,1
164_0,AYHHOK9GDSWNH,2
164_0,A3G0MGLBT484I1,2
164_0,A3MPXWFMR0Y2LK,1
164_0,A11GX90QFWDLMM,1
164_0,A3PIXX8DQGYHGI,2
164_0,A18941IO2ZZWW6,2
164_0,AUPV5WJK85K4F,1
164_0,A2G80S3EM9SDBD,2
164_0,A3BD4NONKGONRM,1
164_0,A2MIF2GUSZLJ0X,2
32_14,AYHHOK9GDSWNH,2
32_14,A3G0MGLBT484I1,1
32_14,A11GX90QFWDLMM,2
32_14,A3PIXX8DQGYHGI,1
32_14,A2KONK3TIL5KVX,1
32_14,A18941IO2ZZWW6,1
32_14,A18WNE09USHJSG,1
32_14,A3J0VZOPOGW1QC,1
32_14,AUPV5WJK85K4F,2
32_14,AEU1NROWHLIJF,2
78_0,AYHHOK9GDSWNH,2
78_0,A3MPXWFMR0Y2LK,1
78_0,A11GX90QFWDLMM,2
78_0,A3PIXX8DQGYHGI,2
78_0,A18941IO2ZZWW6,1
78_0,AUPV5WJK85K4F,1
78_0,AA5CLQLMVT5GA,1
78_0,AK7YVYGMIF6T0,2
78_0,A1KFIQBETMB81I,2
78_0,A13PCLSK1JA8QL,2
121_15,AYHHOK9GDSWNH,2
121_15,A3G0MGLBT484I1,1
121_15,A11GX90QFWDLMM,1
121_15,A3PIXX8DQGYHGI,1
121_15,A18941IO2ZZWW6,1
121_15,A5C6BAAHFTJFP,1
121_15,A18WNE09USHJSG,1
121_15,AUPV5WJK85K4F,2
121_15,AEX5NCH03LWSG,1
121_15,A2G80S3EM9SDBD,2
166_9,AYHHOK9GDSWNH,1
166_9,A3G0MGLBT484I1,2
166_9,A11GX90QFWDLMM,1
166_9,A3PIXX8DQGYHGI,1
166_9,A2KONK3TIL5KVX,2
166_9,A18941IO2ZZWW6,2
166_9,A18WNE09USHJSG,2
166_9,A3J0VZOPOGW1QC,2
166_9,AUPV5WJK85K4F,1
166_9,AEX5NCH03LWSG,1
128_10,AYHHOK9GDSWNH,2
128_10,A3G0MGLBT484I1,2
128_10,A11GX90QFWDLMM,1
128_10,A3PIXX8DQGYHGI,1
128_10,A5C6BAAHFTJFP,1
128_10,A18WNE09USHJSG,1
128_10,AUPV5WJK85K4F,2
128_10,AEX5NCH03LWSG,2
128_10,A2G80S3EM9SDBD,1
128_10,AEU1NROWHLIJF,1
116_4,AYHHOK9GDSWNH,2
116_4,A3G0MGLBT484I1,1
116_4,A11GX90QFWDLMM,1
116_4,A3PIXX8DQGYHGI,1
116_4,A18941IO2ZZWW6,2
116_4,A18WNE09USHJSG,2
116_4,AUPV5WJK85K4F,2
116_4,AXTU992Z7V3ZX,2
116_4,A26KXB5XCGERD2,1
116_4,A370556EFVZ9W4,1
4_2,AYHHOK9GDSWNH,2
4_2,A3G0MGLBT484I1,2
4_2,A11GX90QFWDLMM,1
4_2,A3PIXX8DQGYHGI,1
4_2,A18941IO2ZZWW6,1
4_2,AUPV5WJK85K4F,1
4_2,A2VKPMR5HCCZF5,2
4_2,A1GR4JB3DODIQ1,1
4_2,A3BD4NONKGONRM,1
4_2,A1KFIQBETMB81I,1
78_1,AYHHOK9GDSWNH,1
78_1,A11GX90QFWDLMM,2
78_1,A3PIXX8DQGYHGI,2
78_1,A18941IO2ZZWW6,2
78_1,AUPV5WJK85K4F,1
78_1,A1UV8TD7KO88IM,1
78_1,A2GLG8R57PVEQU,1
78_1,A32IZC32FQKVRX,1
78_1,A2VH5LBZ5S5IBL,1
78_1,A2B6ZPXXMJB1B1,1
6_20,AYHHOK9GDSWNH,1
6_20,A3G0MGLBT484I1,2
6_20,A11GX90QFWDLMM,1
6_20,A3PIXX8DQGYHGI,2
6_20,A18941IO2ZZWW6,1
6_20,AXTU992Z7V3ZX,2
6_20,A26KXB5XCGERD2,1
6_20,AEX5NCH03LWSG,1
6_20,A2G80S3EM9SDBD,2
6_20,A38UUFVXEND88G,1
49_9,AYHHOK9GDSWNH,1
49_9,A3G0MGLBT484I1,1
49_9,A11GX90QFWDLMM,2
49_9,A3PIXX8DQGYHGI,2
49_9,A2KONK3TIL5KVX,2
49_9,A18941IO2ZZWW6,2
49_9,A18WNE09USHJSG,1
49_9,AUPV5WJK85K4F,2
49_9,A2VKPMR5HCCZF5,2
49_9,A3BD4NONKGONRM,2
32_10,AYHHOK9GDSWNH,2
32_10,A3G0MGLBT484I1,2
32_10,A3MPXWFMR0Y2LK,1
32_10,A11GX90QFWDLMM,1
32_10,A3PIXX8DQGYHGI,2
32_10,A2KONK3TIL5KVX,1
32_10,A18941IO2ZZWW6,1
32_10,AUPV5WJK85K4F,2
32_10,A2VKPMR5HCCZF5,1
32_10,A3FLN53WRJ0C7W,1
121_4,AYHHOK9GDSWNH,1
121_4,A3G0MGLBT484I1,1
121_4,A11GX90QFWDLMM,1
121_4,A3PIXX8DQGYHGI,1
121_4,A18941IO2ZZWW6,2
121_4,A5C6BAAHFTJFP,2
121_4,A18WNE09USHJSG,2
121_4,AUPV5WJK85K4F,2
121_4,AEX5NCH03LWSG,2
121_4,A2G80S3EM9SDBD,2
81_6,AYHHOK9GDSWNH,1
81_6,A11GX90QFWDLMM,2
81_6,A3PIXX8DQGYHGI,1
81_6,A18941IO2ZZWW6,1
81_6,AUPV5WJK85K4F,1
81_6,A1UV8TD7KO88IM,2
81_6,A2GLG8R57PVEQU,1
81_6,A32IZC32FQKVRX,1
81_6,A2VH5LBZ5S5IBL,2
81_6,A2B6ZPXXMJB1B1,1
52_34,AYHHOK9GDSWNH,1
52_34,A3G0MGLBT484I1,2
52_34,A11GX90QFWDLMM,2
52_34,A3PIXX8DQGYHGI,1
52_34,A18941IO2ZZWW6,1
52_34,AUPV5WJK85K4F,2
52_34,AXTU992Z7V3ZX,2
52_34,A2VKPMR5HCCZF5,1
52_34,A3KKCYI5HAHQ3,2
52_34,A2GKEUW6PGONEC,1
71_3,AYHHOK9GDSWNH,1
71_3,A3MPXWFMR0Y2LK,2
71_3,A11GX90QFWDLMM,2
71_3,A3PIXX8DQGYHGI,2
71_3,A18941IO2ZZWW6,2
71_3,AUPV5WJK85K4F,2
71_3,AA5CLQLMVT5GA,1
71_3,AK7YVYGMIF6T0,2
71_3,A1KFIQBETMB81I,1
71_3,A13PCLSK1JA8QL,2
60_1,AYHHOK9GDSWNH,2
60_1,A3G0MGLBT484I1,2
60_1,A11GX90QFWDLMM,1
60_1,A3PIXX8DQGYHGI,2
60_1,A18941IO2ZZWW6,1
60_1,AUPV5WJK85K4F,2
60_1,A2G80S3EM9SDBD,2
60_1,A2VKPMR5HCCZF5,2
60_1,A1UV8TD7KO88IM,2
60_1,AK7YVYGMIF6T0,1
164_3,AYHHOK9GDSWNH,1
164_3,A3G0MGLBT484I1,2
164_3,A3MPXWFMR0Y2LK,2
164_3,A11GX90QFWDLMM,1
164_3,A3PIXX8DQGYHGI,2
164_3,A18941IO2ZZWW6,2
164_3,AUPV5WJK85K4F,1
164_3,A2G80S3EM9SDBD,2
164_3,A3BD4NONKGONRM,2
164_3,A2MIF2GUSZLJ0X,2
31_0,AYHHOK9GDSWNH,2
31_0,A3G0MGLBT484I1,1
31_0,A3MPXWFMR0Y2LK,1
31_0,A11GX90QFWDLMM,1
31_0,A3PIXX8DQGYHGI,1
31_0,A2KONK3TIL5KVX,1
31_0,A18941IO2ZZWW6,1
31_0,AUPV5WJK85K4F,1
31_0,A2VKPMR5HCCZF5,1
31_0,A3FLN53WRJ0C7W,1
58_0,AYHHOK9GDSWNH,1
58_0,A3G0MGLBT484I1,2
58_0,A11GX90QFWDLMM,1
58_0,A3PIXX8DQGYHGI,2
58_0,A18941IO2ZZWW6,2
58_0,AUPV5WJK85K4F,2
58_0,A2G80S3EM9SDBD,2
58_0,A2VKPMR5HCCZF5,1
58_0,A1UV8TD7KO88IM,1
58_0,AK7YVYGMIF6T0,2
106_0,AYHHOK9GDSWNH,1
106_0,A3G0MGLBT484I1,2
106_0,A11GX90QFWDLMM,1
106_0,A3PIXX8DQGYHGI,2
106_0,A18941IO2ZZWW6,2
106_0,A5C6BAAHFTJFP,2
106_0,A18WNE09USHJSG,2
106_0,AUPV5WJK85K4F,2
106_0,AXTU992Z7V3ZX,1
106_0,AEX5NCH03LWSG,1
21_11,AYHHOK9GDSWNH,1
21_11,A3MPXWFMR0Y2LK,2
21_11,A11GX90QFWDLMM,1
21_11,A3PIXX8DQGYHGI,1
21_11,A2KONK3TIL5KVX,1
21_11,A18941IO2ZZWW6,2
21_11,A1UV8TD7KO88IM,2
21_11,A3BD4NONKGONRM,1
21_11,A32IZC32FQKVRX,1
21_11,A2Q547UYDL9SFU,1
30_1,AYHHOK9GDSWNH,1
30_1,A3G0MGLBT484I1,1
30_1,A3MPXWFMR0Y2LK,2
30_1,A11GX90QFWDLMM,1
30_1,A3PIXX8DQGYHGI,2
30_1,A2KONK3TIL5KVX,2
30_1,A18941IO2ZZWW6,2
30_1,AUPV5WJK85K4F,2
30_1,A2VKPMR5HCCZF5,1
30_1,A3FLN53WRJ0C7W,2
32_13,AYHHOK9GDSWNH,2
32_13,A3G0MGLBT484I1,2
32_13,A11GX90QFWDLMM,1
32_13,A3PIXX8DQGYHGI,2
32_13,A2KONK3TIL5KVX,1
32_13,A18941IO2ZZWW6,1
32_13,A18WNE09USHJSG,1
32_13,A3J0VZOPOGW1QC,1
32_13,AUPV5WJK85K4F,1
32_13,AEU1NROWHLIJF,1
5_1,AYHHOK9GDSWNH,2
5_1,A3G0MGLBT484I1,2
5_1,A11GX90QFWDLMM,2
5_1,A3PIXX8DQGYHGI,2
5_1,A18941IO2ZZWW6,2
5_1,AUPV5WJK85K4F,1
5_1,A2VKPMR5HCCZF5,2
5_1,A1GR4JB3DODIQ1,2
5_1,A3BD4NONKGONRM,1
5_1,A1KFIQBETMB81I,1
5_5,AYHHOK9GDSWNH,2
5_5,A3G0MGLBT484I1,1
5_5,A11GX90QFWDLMM,1
5_5,A3PIXX8DQGYHGI,2
5_5,A18941IO2ZZWW6,1
5_5,AUPV5WJK85K4F,1
5_5,A2VKPMR5HCCZF5,2
5_5,A1GR4JB3DODIQ1,2
5_5,A3BD4NONKGONRM,1
5_5,A1KFIQBETMB81I,1
51_15,AYHHOK9GDSWNH,2
51_15,A3G0MGLBT484I1,2
51_15,A11GX90QFWDLMM,1
51_15,A3PIXX8DQGYHGI,1
51_15,A2KONK3TIL5KVX,1
51_15,A18941IO2ZZWW6,1
51_15,A18WNE09USHJSG,1
51_15,AUPV5WJK85K4F,1
51_15,A2VKPMR5HCCZF5,2
51_15,A3BD4NONKGONRM,1
71_4,AYHHOK9GDSWNH,1
71_4,A3MPXWFMR0Y2LK,2
71_4,A11GX90QFWDLMM,1
71_4,A3PIXX8DQGYHGI,1
71_4,A18941IO2ZZWW6,1
71_4,AUPV5WJK85K4F,2
71_4,AA5CLQLMVT5GA,2
71_4,AK7YVYGMIF6T0,2
71_4,A1KFIQBETMB81I,2
71_4,A13PCLSK1JA8QL,2
154_8,AYHHOK9GDSWNH,1
154_8,A3G0MGLBT484I1,1
154_8,A11GX90QFWDLMM,2
154_8,A3PIXX8DQGYHGI,2
154_8,A18941IO2ZZWW6,2
154_8,A18WNE09USHJSG,2
154_8,AUPV5WJK85K4F,2
154_8,A1EPIK54UEQYQB,2
154_8,A26J29AVWFIMNY,2
154_8,AZE6KLDFEXBM0,1
91_1,AYHHOK9GDSWNH,2
91_1,A3G0MGLBT484I1,1
91_1,A11GX90QFWDLMM,2
91_1,A3PIXX8DQGYHGI,2
91_1,A18941IO2ZZWW6,1
91_1,AUPV5WJK85K4F,2
91_1,A1GR4JB3DODIQ1,2
91_1,A32IZC32FQKVRX,2
91_1,A1AML5YZXW4FIS,1
91_1,AM7BYJ804O5TF,1
106_7,AYHHOK9GDSWNH,2
106_7,A3G0MGLBT484I1,1
106_7,A11GX90QFWDLMM,2
106_7,A3PIXX8DQGYHGI,1
106_7,A18941IO2ZZWW6,1
106_7,A5C6BAAHFTJFP,1
106_7,A18WNE09USHJSG,1
106_7,AUPV5WJK85K4F,2
106_7,AXTU992Z7V3ZX,1
106_7,AEX5NCH03LWSG,2
6_8,AYHHOK9GDSWNH,2
6_8,A3G0MGLBT484I1,2
6_8,A3MPXWFMR0Y2LK,2
6_8,A11GX90QFWDLMM,2
6_8,A18941IO2ZZWW6,1
6_8,AUPV5WJK85K4F,2
6_8,A1PBRFFOTO5ZU6,2
6_8,A2G80S3EM9SDBD,1
6_8,A3BD4NONKGONRM,1
6_8,A17743NDSCO8P5,2
55_1,AYHHOK9GDSWNH,1
55_1,A3G0MGLBT484I1,2
55_1,A11GX90QFWDLMM,1
55_1,A3PIXX8DQGYHGI,2
55_1,A18941IO2ZZWW6,2
55_1,AUPV5WJK85K4F,1
55_1,A2G80S3EM9SDBD,2
55_1,A2VKPMR5HCCZF5,2
55_1,A1UV8TD7KO88IM,2
55_1,AK7YVYGMIF6T0,2
119_14,AYHHOK9GDSWNH,1
119_14,A3G0MGLBT484I1,2
119_14,A11GX90QFWDLMM,1
119_14,A3PIXX8DQGYHGI,2
119_14,A2KONK3TIL5KVX,1
119_14,A18941IO2ZZWW6,1
119_14,A18WNE09USHJSG,2
119_14,AUPV5WJK85K4F,1
119_14,A26KXB5XCGERD2,2
119_14,A2GLG8R57PVEQU,2
6_11,AYHHOK9GDSWNH,1
6_11,A3G0MGLBT484I1,2
6_11,A3MPXWFMR0Y2LK,2
6_11,A11GX90QFWDLMM,1
6_11,A18941IO2ZZWW6,2
6_11,AUPV5WJK85K4F,1
6_11,A1PBRFFOTO5ZU6,2
6_11,A2G80S3EM9SDBD,2
6_11,A3BD4NONKGONRM,1
6_11,A17743NDSCO8P5,2
121_3,AYHHOK9GDSWNH,2
121_3,A3G0MGLBT484I1,1
121_3,A11GX90QFWDLMM,1
121_3,A3PIXX8DQGYHGI,1
121_3,A18941IO2ZZWW6,2
121_3,A5C6BAAHFTJFP,1
121_3,A18WNE09USHJSG,1
121_3,AUPV5WJK85K4F,2
121_3,AEX5NCH03LWSG,1
121_3,A2G80S3EM9SDBD,2
49_8,AYHHOK9GDSWNH,1
49_8,A3G0MGLBT484I1,2
49_8,A11GX90QFWDLMM,1
49_8,A3PIXX8DQGYHGI,1
49_8,A2KONK3TIL5KVX,2
49_8,A18941IO2ZZWW6,2
49_8,A18WNE09USHJSG,2
49_8,AUPV5WJK85K4F,1
49_8,A2VKPMR5HCCZF5,1
49_8,A3BD4NONKGONRM,1
108_5,AYHHOK9GDSWNH,2
108_5,A3G0MGLBT484I1,1
108_5,A3MPXWFMR0Y2LK,1
108_5,A11GX90QFWDLMM,1
108_5,A3PIXX8DQGYHGI,1
108_5,A2KONK3TIL5KVX,1
108_5,A18WNE09USHJSG,1
108_5,AUPV5WJK85K4F,1
108_5,AEX5NCH03LWSG,2
108_5,A282GBBIPRRVIB,2
111_4,AYHHOK9GDSWNH,1
111_4,A3G0MGLBT484I1,2
111_4,A11GX90QFWDLMM,2
111_4,A3PIXX8DQGYHGI,2
111_4,A18941IO2ZZWW6,2
111_4,AXTU992Z7V3ZX,1
111_4,A26KXB5XCGERD2,2
111_4,AEX5NCH03LWSG,1
111_4,A2G80S3EM9SDBD,1
111_4,A38UUFVXEND88G,1
172_6,AYHHOK9GDSWNH,1
172_6,A3G0MGLBT484I1,2
172_6,A3MPXWFMR0Y2LK,1
172_6,A11GX90QFWDLMM,1
172_6,A3PIXX8DQGYHGI,1
172_6,A18941IO2ZZWW6,2
172_6,A18WNE09USHJSG,2
172_6,AUPV5WJK85K4F,2
172_6,A2O6FTKXAJGRSQ,2
172_6,A1123L7ANYUTG0,2
166_4,AYHHOK9GDSWNH,1
166_4,A3G0MGLBT484I1,2
166_4,A11GX90QFWDLMM,1
166_4,A3PIXX8DQGYHGI,2
166_4,A2KONK3TIL5KVX,2
166_4,A18941IO2ZZWW6,2
166_4,A18WNE09USHJSG,2
166_4,A3J0VZOPOGW1QC,2
166_4,AUPV5WJK85K4F,1
166_4,AEX5NCH03LWSG,2
128_7,AYHHOK9GDSWNH,2
128_7,A3G0MGLBT484I1,2
128_7,A11GX90QFWDLMM,1
128_7,A3PIXX8DQGYHGI,1
128_7,A5C6BAAHFTJFP,1
128_7,A18WNE09USHJSG,1
128_7,AUPV5WJK85K4F,2
128_7,AEX5NCH03LWSG,1
128_7,A2G80S3EM9SDBD,1
128_7,AEU1NROWHLIJF,1
103_14,AYHHOK9GDSWNH,1
103_14,A3G0MGLBT484I1,2
103_14,A3MPXWFMR0Y2LK,1
103_14,A11GX90QFWDLMM,1
103_14,A3PIXX8DQGYHGI,2
103_14,A18941IO2ZZWW6,2
103_14,AUPV5WJK85K4F,1
